image_name,img_path,y_true,y_pred,confidence,correct,overlay_path,heatmap_path,heatmap_npy_path,original_path,prob_0,prob_1,prob_2,prob_3,prob_4
mmac_task_1_val_0071.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0071.png,1,0,0.8263475298881531,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0071.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0071.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0071.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0071.png,0.8263475298881531,0.1727742850780487,0.00012469562352634966,0.000442160468082875,0.00031140315695665777
mmac_task_1_val_0240.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0240.png,3,3,0.947913408279419,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0240.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0240.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0240.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0240.png,5.4291303968057036e-05,8.691965194884688e-05,0.0026072936598211527,0.947913408279419,0.04933816194534302
mmac_task_1_val_0172.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0172.png,0,0,0.9999691247940063,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0172.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0172.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0172.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0172.png,0.9999691247940063,2.3499249437008984e-05,4.352024234322016e-07,3.049990482395515e-06,3.814124738710234e-06
mmac_task_1_val_0244.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0244.png,4,3,0.992350161075592,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0244.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0244.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0244.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0244.png,6.677964847767726e-07,0.00013533930177800357,0.00017901542014442384,0.992350161075592,0.007334779016673565
mmac_task_1_val_0234.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0234.png,2,2,0.9790990352630615,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0234.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0234.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0234.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0234.png,2.068346930172993e-06,0.004019328858703375,0.9790990352630615,0.016667690128087997,0.00021183981152717024
mmac_task_1_val_0068.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0068.png,1,1,0.9513753056526184,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0068.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0068.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0068.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0068.png,0.04532497376203537,0.9513753056526184,0.0022655653301626444,0.0008182878373190761,0.0002158438874175772
mmac_task_1_val_0117.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0117.png,2,1,0.9832829236984253,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0117.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0117.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0117.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0117.png,9.010370376927312e-06,0.9832829236984253,0.016690192744135857,8.917498234950472e-06,8.894032362150028e-06
mmac_task_1_val_0050.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0050.png,0,0,0.9968515038490295,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0050.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0050.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0050.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0050.png,0.9968515038490295,0.003000384196639061,1.0175730494665913e-05,3.534122879500501e-05,0.00010259379632771015
mmac_task_1_val_0035.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0035.png,4,2,0.5086012482643127,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0035.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0035.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0035.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0035.png,1.85001172212651e-05,8.876754873199388e-05,0.5086012482643127,0.008564049378037453,0.48272743821144104
mmac_task_1_val_0102.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0102.png,1,1,0.9594846367835999,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\overlays\mmac_task_1_val_0102.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0102.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0102.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\explainability\gradcam_selected\originals\mmac_task_1_val_0102.png,0.027699565514922142,0.9594846367835999,8.677425648784265e-05,0.011023713275790215,0.001705345930531621
